@relation decoys		
@attribute	a1	numeric
@attribute	a2	numeric
@attribute	a3	numeric
@attribute	a4	numeric
@attribute	a5	numeric
@attribute	a6	numeric
@attribute	a7	numeric
@attribute	a8	numeric
@attribute	a9	numeric
@attribute	a10	numeric
@attribute	a11	numeric
@attribute	a12	numeric
@attribute	a13	numeric
@attribute	a14	numeric
@attribute	a15	numeric
@attribute	a16	numeric
@attribute	a17	numeric
@attribute	a18	numeric
@attribute	a19	numeric
@attribute	a20	numeric
@attribute	a21	numeric
@attribute	a22	numeric
@attribute	a23	numeric
@attribute	a24	numeric
@attribute	a25	numeric
@attribute	a26	numeric
@attribute	a27	numeric
@attribute	a28	numeric
@attribute	a29	numeric
@attribute	a30	numeric
@attribute	a31	numeric
@attribute	a32	numeric
@attribute	a33	numeric
@attribute	a34	numeric
@attribute	a35	numeric
@attribute	a36	numeric
@attribute	a37	numeric
@attribute	a38	numeric
@attribute	a39	numeric
@attribute	a40	numeric
@attribute	a41	numeric
@attribute	a42	numeric
@attribute	a43	numeric
@attribute	a44	numeric
@attribute	a45	numeric
@attribute	a46	numeric
@attribute	a47	numeric
@attribute	a48	numeric
@attribute	a49	numeric
@attribute	a50	numeric
@attribute	a51	numeric
@attribute	a52	numeric
@attribute	a53	numeric
@attribute	a54	numeric
@attribute	a55	numeric
@attribute	a56	numeric
@attribute	a57	numeric
@attribute	a58	numeric
@attribute	a59	numeric
@attribute	a60	numeric
@attribute	a61	numeric
@attribute	a62	numeric
@attribute	a63	numeric
@attribute	a64	numeric
@attribute	a65	numeric
@attribute	a66	numeric
@attribute	a67	numeric
@attribute	a68	numeric
@attribute	a69	numeric
@attribute	a70	numeric
@attribute	a71	numeric
@attribute	a72	numeric
@attribute	a73	numeric
@attribute	a74	numeric
@attribute	a75	numeric
@attribute	a76	numeric
@attribute	a77	numeric
@attribute	a78	numeric
@attribute	a79	numeric
@attribute	a80	numeric
@attribute	a81	numeric
@attribute	a82	numeric
@attribute	a83	numeric
@attribute	a84	numeric
@attribute	a85	numeric
@attribute	a86	numeric
@attribute	a87	numeric
@attribute	a88	numeric
@attribute	a89	numeric
@attribute	a90	numeric
@attribute	a91	numeric
@attribute	a92	numeric
@attribute	a93	numeric
@attribute	a94	numeric
@attribute	a95	numeric
@attribute	a96	numeric
@attribute	a97	numeric
@attribute	a98	numeric
@attribute	a99	numeric
@attribute	a100	numeric
@attribute	a101	numeric
@attribute	a102	numeric
@attribute	a103	numeric
@attribute	a104	numeric
@attribute	a105	numeric
@attribute	a106	numeric
@attribute	a107	numeric
@attribute	a108	numeric
@attribute	a109	numeric
@attribute	a110	numeric
@attribute	a111	numeric
@attribute	a112	numeric
@attribute	a113	numeric
@attribute	a114	numeric
@attribute	a115	numeric
@attribute	a116	numeric
@attribute	a117	numeric
@attribute	a118	numeric
@attribute	a119	numeric
@attribute	a120	numeric
@attribute	a121	numeric
@attribute	a122	numeric
@attribute	a123	numeric
@attribute	a124	numeric
@attribute	a125	numeric

@attribute	energy	{0,1}

@data
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,21,23,17,2,1,1,0,0,0,0,0,0,23,46,41,41,18,5,5,0,5,29.999761,26.64880073,0.675397918,109.04,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,1,1,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,65.41,303.1531094,2.037,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,20,17,16,1,2,0,0,0,0,1,0,1,22,39,33,33,16,6,6,0,6,21.790519,24.08184734,0.709006004,104.04,2,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,46.07,334.0442659,2.017,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,25,22,17,4,3,0,0,1,0,0,0,1,26,48,41,41,19,7,7,0,7,31.427554,28.78291207,0.642405988,76.08,6,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,96.94,349.1675938,0.317,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,25,17,15,4,4,2,0,0,0,0,0,0,27,44,37,37,20,7,7,0,7,27.636519,27.87069652,0.709915612,129.1,4,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,2,1,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,6,170.37,381.069122,0.046,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,26,25,19,4,3,0,0,0,0,0,0,0,28,53,46,46,21,7,7,0,7,32.546175,30.94909912,0.648183926,134.07,6,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,109.97,357.1926657,1.609,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,27,17,19,4,4,0,0,0,0,0,0,0,30,47,38,38,21,9,9,0,9,27.036519,29.49658701,0.689622768,198.08,8,2,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,3,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,113.93,365.12498,0.535,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,30,22,22,3,5,0,0,0,0,0,0,0,34,56,47,47,25,9,9,0,9,31.480554,33.80799206,0.67617971,286.08,7,3,0,0,3,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,7,0,3,2,0,1,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,1,0,0,0,3,112.55,408.1559458,-1.192,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,26,29,19,4,3,0,0,0,0,0,0,0,26,55,48,48,19,7,7,0,7,37.877003,32.03275473,0.630081622,26.07,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,91.74,361.2239658,1.129,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,30,24,23,3,4,0,0,0,0,0,0,0,34,58,49,49,25,9,9,0,9,31.750968,34.63502076,0.675549257,286.07,6,3,0,0,3,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,7,0,3,2,0,1,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,1,0,0,0,4,103.32,406.1766812,-0.445,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,25,25,17,4,3,1,0,0,0,0,0,0,26,51,45,45,20,6,6,0,6,36.082175,30.13615388,0.655878144,76.08,6,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,9,123.93,365.1647367,0.503,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,25,22,17,5,3,0,0,0,0,0,0,0,27,49,42,42,20,7,7,0,7,31.182554,28.89432099,0.649324067,129.08,7,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,8,96.67,344.1722646,0.989,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,24,23,16,4,3,1,0,0,0,0,0,0,25,48,42,42,19,6,6,0,6,34.193761,28.59432607,0.659475589,73.08,6,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,125.21,351.1490866,0.82,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,27,31,20,6,1,0,0,0,0,0,0,0,29,60,54,54,23,6,6,0,6,40.787417,33.66091146,0.634653964,139.07,6,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,7,87.52,371.2559346,-0.225,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,25,19,16,4,2,3,0,0,0,0,0,0,27,46,39,39,20,7,7,0,7,30.186933,29.16998087,0.736160411,129.09,5,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,2,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,7,174.42,395.0670138,0.949,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,28,34,22,3,3,0,0,0,0,0,0,0,30,64,59,59,25,5,5,0,5,41.725038,35.62936068,0.628906336,144.06,5,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,86.25,388.2600169,1.043,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,29,41,22,4,3,0,0,0,0,0,0,0,30,71,68,68,27,3,3,0,3,50.995487,38.28372156,0.606368802,88.07,6,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,95.12,409.3178662,1.477,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,28,34,22,3,3,0,0,0,0,0,0,0,30,64,59,59,25,5,5,0,5,41.725038,35.62936068,0.628906336,144.06,5,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,86.25,388.2600169,1.043,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,25,26,16,4,3,1,0,0,1,0,0,1,26,52,46,46,20,6,6,0,6,38.257382,30.49792367,0.656834778,76.09,6,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,100.12,389.1414144,1.122,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,28,25,19,3,3,0,0,3,0,0,0,3,30,55,50,50,25,5,5,0,5,36.091175,32.13079951,0.630175404,144.09,5,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,84.04,400.1848013,0.24,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,25,26,18,5,2,0,0,0,0,0,0,0,27,53,47,47,21,6,6,0,6,34.001382,30.26317749,0.639903933,129.07,6,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,81.4,344.2086501,0.598,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,26,25,18,6,2,0,0,0,0,0,0,0,29,54,48,48,23,6,6,0,6,37.102175,30.75022715,0.644990313,191.08,7,3,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,5,88.91,357.203899,0.166,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,24,20,16,5,2,1,0,0,0,0,0,0,26,46,39,39,19,7,7,0,7,29.95614,27.82474883,0.681271911,124.08,6,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,120.51,346.1337709,3.413,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,25,26,17,5,3,0,0,0,0,0,0,0,27,53,48,48,22,5,5,0,5,36.875382,29.97797659,0.629712551,129.08,7,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,96.67,348.2035647,0.373,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,29,38,22,5,2,0,0,0,0,0,0,0,31,69,65,65,27,4,4,0,4,46.757866,37.51414431,0.618304889,149.07,6,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,8,90.41,404.3025505,2.34,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,29,38,22,5,2,0,0,0,0,0,0,0,31,69,65,65,27,4,4,0,4,46.757866,37.51414431,0.618304889,149.07,6,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,8,90.41,404.3025505,2.555,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,25,26,17,5,3,0,0,0,0,0,0,0,27,53,48,48,22,5,5,0,5,36.875382,29.97797659,0.629712551,129.08,7,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,96.67,348.2035647,0.373,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,25,27,18,4,3,0,0,0,0,0,0,0,27,54,49,49,22,5,5,0,5,35.328589,30.49092693,0.631844899,129.07,6,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,83.9,347.2083157,1.129,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,26,30,19,5,2,0,0,0,0,0,0,0,27,57,52,52,22,4,4,1,5,38.67221,32.3468331,0.6291466,79.07,6,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,103.66,360.2399502,1.089,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,27,32,19,7,1,0,0,0,0,0,0,0,29,61,56,56,24,5,5,0,5,41.880624,33.68978893,0.624879488,139.08,7,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,1,2,0,0,1,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,6,99.88,374.2668336,0.321,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,26,27,19,4,3,0,0,0,0,0,0,0,27,54,47,47,20,7,7,0,7,35.690589,31.49092693,0.638791221,79.07,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,91.74,359.2083157,-0.017,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,25,26,18,5,2,0,0,0,0,0,0,0,26,52,45,45,19,7,7,0,7,34.959382,30.26317749,0.639903933,76.07,6,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,87.44,344.2086501,1.027,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,26,29,19,4,3,0,0,0,0,0,0,0,27,56,50,50,21,6,6,0,6,37.877003,32.03275473,0.630081622,79.07,6,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,9,91.74,361.2239658,0.376,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,26,24,19,4,2,0,0,1,0,0,0,1,28,52,45,45,21,7,7,0,7,32.357968,30.60994077,0.650227928,134.07,5,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,78.57,359.1883292,0.522,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,28,29,20,4,4,0,0,0,0,0,0,0,31,60,55,55,26,5,5,0,5,40.751003,33.74755384,0.63394261,205.08,7,4,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,2,2,0,0,0,1,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,7,93.13,389.2188804,0.269,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,24,21,16,4,3,1,0,0,0,0,0,0,26,47,41,41,20,6,6,0,6,29.857347,28.05249827,0.67103996,124.08,6,4,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,2,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,7,118.39,349.1334365,-0.145,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,21,22,13,4,2,1,0,0,0,1,0,1,22,44,39,39,17,5,5,0,5,34.456554,25.8973623,0.673074029,64.08,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,97.37,377.064684,0.895,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,26,29,19,4,3,0,0,0,0,0,0,0,27,56,50,50,21,6,6,0,6,37.877003,32.03275473,0.630081622,79.07,6,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,9,91.74,361.2239658,0.074,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,28,24,21,3,4,0,0,0,0,0,0,0,31,55,47,47,23,8,8,0,8,33.602968,32.63502076,0.663070382,205.07,6,3,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,7,0,1,3,0,0,2,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,2,0,0,1,6,96.78,382.1766812,-0.659,0
5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,0,0,26,20,19,3,4,0,0,0,0,0,0,0,28,48,39,39,19,9,9,0,9,27.67614,29.55136515,0.671359802,134.07,6,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,8,101.63,354.1453811,-0.684,0
